review_priority,action_today,customer_market,go_no_go_score,recommendation,pursuit_type,drop_reason,risk_flags,title,department,sub_tier,office,full_parent_path_name,posted_date,response_deadline,days_until_deadline,clean_naics,naics_code,classification_code,notice_type,base_type,search_name,search_keyword,search_naics,search_ptype,query_hits,ui_link,score_rationale,description,source,notice_id,solicitation_number,archive_type,active,first_seen,last_seen,days_until_deadline_sort,review_priority_sort
5 - Drop,No action,Other Federal,0,No-Go,Early Capture / Sources Sought,No strong A/E or engineering-services language,Check set-aside status / prime eligibility | Missing NAICS | Scope may not be A/E or engineering services,Data Management Solutions,,,,"JUSTICE, DEPARTMENT OF.FEDERAL BUREAU OF INVESTIGATION.FBI-JEH",2026-05-19,2026-05-29T14:00:00-04:00,7.0,,,,Sources Sought,Sources Sought,DOE A-E - Sources Sought,architect engineer,541330,r,DOE A-E - Sources Sought | DOE A-E - Sources Sought | DOE Engineering Services - Sources Sought | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - architect engineer | Manual - architect engineer | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - Oak Ridge | Manual - Oak Ridge | Manual - Savannah River | Manual - Savannah River,https://sam.gov/workspace/contract/opp/c7b6d8b946464658a32d474cd657b00a/view,Missing NAICS | No strong A/E-engineering language detected | Non-DOE market classification: Other Federal | Sources sought/RFI is useful for shaping | Small business/team potential: 8a | Near-term deadline: 7 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=c7b6d8b946464658a32d474cd657b00a,SAM.gov,c7b6d8b946464658a32d474cd657b00a,RFI-Data-Management-Solutions,auto15,Yes,2026-05-19,2026-05-22,7.0,5
5 - Drop,Drop unless manually confirmed,Other Federal,0,No-Go,Active Solicitation,Non-target NAICS: 311999,Likely goods/supply opportunity | Scope may not be A/E or engineering services,FY26 4TH QUARTER SUBSISTENCE BID,,,,"JUSTICE, DEPARTMENT OF.FEDERAL PRISON SYSTEM / BUREAU OF PRISONS.FCC VICTORVILLE",2026-05-19,2026-05-29T09:00:00-07:00,7.0,311999,311999,8945,Solicitation,Solicitation,DOE Engineering Services - Solicitation,Department of Energy,541330,o,DOE Engineering Services - Solicitation,https://sam.gov/workspace/contract/opp/d3a00cc87d694bd6969bfb76f59eb679/view,Likely goods/manufacturing/retail NAICS: 311999 | No strong A/E-engineering language detected | Non-DOE market classification: Other Federal | Active solicitation | Near-term deadline: 7 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d3a00cc87d694bd6969bfb76f59eb679,SAM.gov,d3a00cc87d694bd6969bfb76f59eb679,15B61626Q00000007,auto15,Yes,2026-05-19,2026-05-22,7.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 334290,Likely goods/supply opportunity | Scope may not be A/E or engineering services,INDICATOR GROUP,,,,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,2026-05-19,2026-05-29T16:30:00-04:00,7.0,334290,334290,7G20,Solicitation,Solicitation,DOE Engineering Services - Solicitation,Department of Energy,541330,o,DOE Engineering Services - Solicitation,https://sam.gov/workspace/contract/opp/d4f75f84643d47a3bcfd4bf106255e93/view,Likely goods/manufacturing/retail NAICS: 334290 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Near-term deadline: 7 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d4f75f84643d47a3bcfd4bf106255e93,SAM.gov,d4f75f84643d47a3bcfd4bf106255e93,N0010426QUB44,auto15,Yes,2026-05-19,2026-05-22,7.0,5
5 - Drop,No action,DoD / Defense Infrastructure,0,No-Go,Early Capture / Sources Sought,Non-target NAICS: 541512,Check set-aside status / prime eligibility | NAICS does not clearly match A/E services | Scope may not be A/E or engineering services,Insider Threat Monitoring Tool,,,,DEPT OF DEFENSE.DEPT OF THE NAVY.USMC.MARCORP I&L.MARINE CORPS INSTALLATIONS COMMAND.MARINE CORPS INSTALLATIONS COMMAND HQ.COMMANDING OFFICER,2026-05-19,2026-05-29T10:00:00-04:00,7.0,541512,541512,DA10,Sources Sought,Sources Sought,DOE A-E - Sources Sought,architect engineer,541330,r,DOE A-E - Sources Sought | DOE A-E - Sources Sought | DOE Engineering Services - Sources Sought | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - architect engineer | Manual - architect engineer | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - Oak Ridge | Manual - Oak Ridge | Manual - Savannah River | Manual - Savannah River,https://sam.gov/workspace/contract/opp/fdbb698a3d8145e7ab27cab03378ce33/view,Non-target NAICS: 541512 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Sources sought/RFI is useful for shaping | Small business/team potential: 8a | Near-term deadline: 7 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fdbb698a3d8145e7ab27cab03378ce33,SAM.gov,fdbb698a3d8145e7ab27cab03378ce33,M9549426R0019,auto15,Yes,2026-05-19,2026-05-22,7.0,5
5 - Drop,Drop unless manually confirmed,Other Federal,0,No-Go,Active Solicitation,Non-target NAICS: 334516,Likely goods/supply opportunity | Scope may not be A/E or engineering services,Purchase of a DMA 5002 density meter,,,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF.NATIONAL INSTITUTES OF HEALTH.NATIONAL INSTITUTES OF HEALTH OLAO",2026-05-19,2026-05-29T09:00:00-04:00,7.0,334516,334516,6640,Presolicitation,Presolicitation,,,,,Department of Energy architect engineer | Department of Energy engineering services,https://sam.gov/workspace/contract/opp/fb92530faa4a42f2b6d485cb57ca9809/view,Likely goods/manufacturing/retail NAICS: 334516 | No strong A/E-engineering language detected | Non-DOE market classification: Other Federal | Active solicitation | Near-term deadline: 7 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fb92530faa4a42f2b6d485cb57ca9809,SAM.gov,fb92530faa4a42f2b6d485cb57ca9809,75N98026Q00358,auto15,Yes,2026-05-19,2026-05-22,7.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Likely goods/supplies/equipment: equipment,Adjacent NAICS; verify engineering scope | Check set-aside status / prime eligibility | Contains goods/supplies/equipment language | May be construction-only rather than A/E services | Scope may not be A/E or engineering services,"REPLACE HVAC EQUIPMENT, BUILDING 501, DAM NECK ANNEX",,,,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVFAC.NAVFAC ATLANTIC CMD.NAVFAC MID-ATLANTIC.NAVFACSYSCOM MID-ATLANTIC,2026-05-19,2026-05-29T14:00:00-04:00,7.0,236220,236220,Z2AZ,Solicitation,Solicitation,DOE Engineering Services - Solicitation,Department of Energy,541330,o,DOE Engineering Services - Solicitation,https://sam.gov/workspace/contract/opp/eb445c9ed18a4a95844abee2a0f482b2/view,Secondary/adjacent NAICS 236220: Commercial and Institutional Building Construction | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Discipline/capability fit: hvac | Active solicitation | Small business/team potential: 8a | Bad-fit goods/supply terms: equipment | Construction-only risk terms: replace | Near-term deadline: 7 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=eb445c9ed18a4a95844abee2a0f482b2,SAM.gov,eb445c9ed18a4a95844abee2a0f482b2,N4008526R0145,autocustom,Yes,2026-05-19,2026-05-22,7.0,5
5 - Drop,No action,Other Federal,0,No-Go,Active Solicitation,Non-target NAICS: 531190,NAICS does not clearly match A/E services | Scope may not be A/E or engineering services,Scott Valley Pasture and Hay,,,,"AGRICULTURE, DEPARTMENT OF.FOREST SERVICE.USDA-FS, CSA SOUTHWEST 1",2026-05-19,2026-05-29T17:00:00-04:00,7.0,531190,531190,X1JZ,Combined Synopsis/Solicitation,Combined Synopsis/Solicitation,,,,,Department of Energy architect engineer | Department of Energy engineering services,https://sam.gov/workspace/contract/opp/f20c6e53f9394f1a80d61c7f51405247/view,Non-target NAICS: 531190 | No strong A/E-engineering language detected | Non-DOE market classification: Other Federal | Active solicitation | Near-term deadline: 7 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f20c6e53f9394f1a80d61c7f51405247,SAM.gov,f20c6e53f9394f1a80d61c7f51405247,127EAY26Q0078,auto15,Yes,2026-05-19,2026-05-22,7.0,5
5 - Drop,No action,USACE / Federal Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 238210,NAICS does not clearly match A/E services | Scope may not be A/E or engineering services,Solicitation - MMD Internal Electric - W912P426QA009,,,,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION GREAT LAKES AND OHIO.ENDIST BUFFALO.W072 ENDIST BUFFALO,2026-05-19,2026-05-29T13:00:00-04:00,7.0,238210,238210,Z2KA,Solicitation,Solicitation,DOE Engineering Services - Solicitation,Department of Energy,541330,o,DOE Engineering Services - Solicitation,https://sam.gov/workspace/contract/opp/d2fc753246c346b5976b17094d1f58b7/view,Non-target NAICS: 238210 | No strong A/E-engineering language detected | Adjacent federal A/E market: USACE / Federal Infrastructure | Active solicitation | Near-term deadline: 7 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d2fc753246c346b5976b17094d1f58b7,SAM.gov,d2fc753246c346b5976b17094d1f58b7,W912P426QA009,autocustom,Yes,2026-05-19,2026-05-22,7.0,5
5 - Drop,No action,Other Federal,0,No-Go,Early Capture / Sources Sought,Non-target NAICS: 238220,Check set-aside status / prime eligibility | NAICS does not clearly match A/E services | Scope may not be A/E or engineering services,Sources Sought (ISBEE and Small Business Concerns) - Preventive Plumbing Maintenance Services,,,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF.OFFICE OF THE ASSISTANT SECRETARY FOR FINANCIAL RESOURCES (ASFR).OMAS STRATEGIC BUYING CENTER - PROFESSIONAL SERVICES",2026-05-19,2026-05-29T15:00:00-04:00,7.0,238220,238220,J012,Sources Sought,Sources Sought,DOE A-E - Sources Sought,architect engineer,541330,r,DOE A-E - Sources Sought | DOE A-E - Sources Sought | DOE Engineering Services - Sources Sought | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - architect engineer | Manual - architect engineer | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - Oak Ridge | Manual - Oak Ridge | Manual - Savannah River | Manual - Savannah River,https://sam.gov/workspace/contract/opp/b8b860b6fa0249c4b35e07827aab4ff5/view,Non-target NAICS: 238220 | No strong A/E-engineering language detected | Non-DOE market classification: Other Federal | Discipline/capability fit: plumbing | Early capture indicator: sources sought | Sources sought/RFI is useful for shaping | Small business/team potential: small business | Near-term deadline: 7 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=b8b860b6fa0249c4b35e07827aab4ff5,SAM.gov,b8b860b6fa0249c4b35e07827aab4ff5,SS-IHS-1521068,auto15,Yes,2026-05-19,2026-05-22,7.0,5
5 - Drop,No action,DoD / Defense Infrastructure,0,No-Go,Early Capture / Sources Sought,Non-target NAICS: 238330,NAICS does not clearly match A/E services | Scope may not be A/E or engineering services,Sources Sought Notice for Flooring Services,,,,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE MATERIEL COMMAND.AIR FORCE TEST CENTER.FA9301  AFTC PZIO,2026-05-19,2026-05-29T09:00:00-07:00,7.0,238330,238330,S214,Sources Sought,Sources Sought,DOE A-E - Sources Sought,architect engineer,541330,r,DOE A-E - Sources Sought | DOE A-E - Sources Sought | DOE Engineering Services - Sources Sought | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - architect engineer | Manual - architect engineer | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - Oak Ridge | Manual - Oak Ridge | Manual - Savannah River | Manual - Savannah River,https://sam.gov/workspace/contract/opp/9ce26b1b9bee4299bec0c807b7c55ce7/view,Non-target NAICS: 238330 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Early capture indicator: sources sought | Sources sought/RFI is useful for shaping | Near-term deadline: 7 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=9ce26b1b9bee4299bec0c807b7c55ce7,SAM.gov,9ce26b1b9bee4299bec0c807b7c55ce7,SS-Flooring-2026,auto15,Yes,2026-05-19,2026-05-22,7.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Early Capture / Sources Sought,Non-target NAICS: 336390,Likely goods/supply opportunity | Scope may not be A/E or engineering services,WHEEL END ASSEMBLY,,,,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA LAND.DLA LAND ALBANY.DLA  LAND AND MARITIME (ALBANY),2026-05-19,2026-05-29T13:00:00-04:00,7.0,336390,336390,2530,Sources Sought,Sources Sought,DOE A-E - Sources Sought,architect engineer,541330,r,DOE A-E - Sources Sought | DOE A-E - Sources Sought | DOE Engineering Services - Sources Sought | Department of Energy architect engineer | Department of Energy engineering services | Manual - architect engineer | Manual - architect engineer | Manual - architect engineer | Manual - architect engineer | Manual - architect engineer | Manual - architect engineer | Manual - Department of Energy | Manual - architect engineer | Manual - Department of Energy | Manual - NNSA | Manual - NNSA | Manual - architect engineer | Manual - architect engineer | Manual - Department of Energy | Manual - architect engineer | Manual - Department of Energy | Manual - Department of Energy | Manual - NNSA | Manual - NNSA | Manual - Oak Ridge | Manual - Oak Ridge | Manual - Savannah River | Manual - Savannah River,https://sam.gov/workspace/contract/opp/ff1c2009c7914bd69e4c1ca4a1a57e07/view,Likely goods/manufacturing/retail NAICS: 336390 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Sources sought/RFI is useful for shaping | Near-term deadline: 7 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=ff1c2009c7914bd69e4c1ca4a1a57e07,SAM.gov,ff1c2009c7914bd69e4c1ca4a1a57e07,SPRAL126R0014,auto15,Yes,2026-05-19,2026-05-22,7.0,5
5 - Drop,No action,DoD / Defense Infrastructure,0,No-Go,Early Capture / Sources Sought,No strong A/E or engineering-services language,Check set-aside status / prime eligibility | Missing NAICS | Scope may not be A/E or engineering services,Arcane Thunder 27 (AT27),,,,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-APG.W6QK ACC-APG,2026-05-19,2026-05-30T16:00:00-04:00,8.0,,,,Sources Sought,Sources Sought,DOE A-E - Sources Sought,architect engineer,541330,r,DOE A-E - Sources Sought | DOE A-E - Sources Sought | DOE Engineering Services - Sources Sought | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - architect engineer | Manual - architect engineer | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - Oak Ridge | Manual - Oak Ridge | Manual - Savannah River | Manual - Savannah River,https://sam.gov/workspace/contract/opp/93693bba865241a797ece5178aaa9cc0/view,Missing NAICS | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Sources sought/RFI is useful for shaping | Small business/team potential: 8a | Near-term deadline: 8 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=93693bba865241a797ece5178aaa9cc0,SAM.gov,93693bba865241a797ece5178aaa9cc0,W56KGU26RAT27,auto15,Yes,2026-05-19,2026-05-22,8.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Early Capture / Sources Sought,Non-target NAICS: 333517,Likely goods/supply opportunity | Scope may not be A/E or engineering services,AFRL/RQQ Epilog Fusion CNC CO2 Laser or Equal,,,,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE MATERIEL COMMAND.AIR FORCE RESEARCH LABORATORY.FA2396 USAF AFMC AFRL PZL AFRL PZLE,2026-05-22,2026-06-01T17:00:00-04:00,10.0,333517,333517,3449,Sources Sought,Sources Sought,Hanford Engineering Services,Hanford,541330,r,DOE Environmental Consulting - Sources Sought | Hanford Engineering Services | Oak Ridge Engineering Services | Savannah River Engineering Services | Y-12 Engineering Services,https://sam.gov/workspace/contract/opp/f2cdc8e5cfd640bbad268e778f8c78b0/view,Likely goods/manufacturing/retail NAICS: 333517 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Sources sought/RFI is useful for shaping | Near-term deadline: 10 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f2cdc8e5cfd640bbad268e778f8c78b0,SAM.gov,f2cdc8e5cfd640bbad268e778f8c78b0,SS-AFRL-PZLEQ-2026-0019,auto15,Yes,2026-05-22,2026-05-22,10.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 333998,Likely goods/supply opportunity | Scope may not be A/E or engineering services,"GEARBOX,ACCESSORY D",,,,"DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AVIATION PHILADELPHIA.DLA AVIATION AT PHILADELPHIA, PA",2026-05-22,2026-06-01T16:30:00-04:00,10.0,333998,333998,1615,Solicitation,Solicitation,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,DOE A-E - Solicitation | DOE Environmental Consulting - Solicitation | NNSA Engineering Services - Solicitation,https://sam.gov/workspace/contract/opp/cf079c1189dd4bc69d82ce9dcb55b5a3/view,Likely goods/manufacturing/retail NAICS: 333998 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Near-term deadline: 10 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=cf079c1189dd4bc69d82ce9dcb55b5a3,SAM.gov,cf079c1189dd4bc69d82ce9dcb55b5a3,SPRPA126QRB39,auto15,Yes,2026-05-22,2026-05-22,10.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Early Capture / Sources Sought,Non-target NAICS: 339991,Likely goods/supply opportunity | Scope may not be A/E or engineering services,"Gasket, Packing, And Sealing Device Manufacturing",,,,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,2026-05-22,2026-06-01T23:59:00-04:00,10.0,339991,339991,5330,Sources Sought,Sources Sought,Hanford Engineering Services,Hanford,541330,r,DOE Environmental Consulting - Sources Sought | Hanford Engineering Services | NNSA A-E - Sources Sought | NNSA Engineering Services - Sources Sought | Oak Ridge Engineering Services | Savannah River Engineering Services | Y-12 Engineering Services,https://sam.gov/workspace/contract/opp/83dfc9d8b2f3430f9a7de117ad952289/view,Likely goods/manufacturing/retail NAICS: 339991 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Sources sought/RFI is useful for shaping | Near-term deadline: 10 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=83dfc9d8b2f3430f9a7de117ad952289,SAM.gov,83dfc9d8b2f3430f9a7de117ad952289,CL25345014,auto15,Yes,2026-05-22,2026-05-22,10.0,5
5 - Drop,Drop unless manually confirmed,Other Federal,0,No-Go,Active Solicitation,Non-target NAICS: 336411,Likely goods/supply opportunity | Scope may not be A/E or engineering services,MSHA - Skydio X10 Drone,,,,"LABOR, DEPARTMENT OF.OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT.DOL - CAS DIVISION 4 PROCUREMENT",2026-05-22,2026-06-01T09:00:00-04:00,10.0,336411,336411,1550,Solicitation,Solicitation,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,DOE A-E - Solicitation | DOE Environmental Consulting - Solicitation | NNSA Engineering Services - Solicitation,https://sam.gov/workspace/contract/opp/f8e98c510fc94aa899d74ff02ea7a9ed/view,Likely goods/manufacturing/retail NAICS: 336411 | No strong A/E-engineering language detected | Non-DOE market classification: Other Federal | Active solicitation | Near-term deadline: 10 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f8e98c510fc94aa899d74ff02ea7a9ed,SAM.gov,f8e98c510fc94aa899d74ff02ea7a9ed,1605C4-26-N-00006,autocustom,Yes,2026-05-22,2026-05-22,10.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 333914,Check set-aside status / prime eligibility | Likely goods/supply opportunity | Scope may not be A/E or engineering services,SEAL,,,,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,2026-05-22,2026-06-01T16:30:00-04:00,10.0,333914,333914,4320,Solicitation,Solicitation,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,DOE A-E - Solicitation | DOE Environmental Consulting - Solicitation | NNSA Engineering Services - Solicitation,https://sam.gov/workspace/contract/opp/b45029ad8c8d4ae8abb5c1d822bde6f1/view,Likely goods/manufacturing/retail NAICS: 333914 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Small business/team potential: 8a | Near-term deadline: 10 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=b45029ad8c8d4ae8abb5c1d822bde6f1,SAM.gov,b45029ad8c8d4ae8abb5c1d822bde6f1,N0010426QJB38,auto15,Yes,2026-05-22,2026-05-22,10.0,5
5 - Drop,Drop unless manually confirmed,VA / Healthcare Facilities,0,No-Go,Early Capture / Sources Sought,"Likely goods/supplies/equipment: kit, kits",Check set-aside status / prime eligibility | Contains goods/supplies/equipment language | Likely goods/supply opportunity | Scope may not be A/E or engineering services,6515--554 (C) 36C259-26-AP-3094| Borescope Kits (VA-26-00069652),,,,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NETWORK CONTRACT OFFICE 19 (36C259)",2026-05-21,2026-06-01T14:00:00-06:00,10.0,339112,339112,6515,Sources Sought,Sources Sought,Hanford Engineering Services,Hanford,541330,r,DOE Environmental Consulting - Sources Sought | Hanford Engineering Services | NNSA A-E - Sources Sought | NNSA Engineering Services - Sources Sought | Oak Ridge Engineering Services | Savannah River Engineering Services | Y-12 Engineering Services,https://sam.gov/workspace/contract/opp/f84ad3a35a46438a80a0b02c80f269c3/view,"Likely goods/manufacturing/retail NAICS: 339112 | No strong A/E-engineering language detected | Non-DOE market classification: VA / Healthcare Facilities | Sources sought/RFI is useful for shaping | Small business/team potential: 8a | Bad-fit goods/supply terms: kit, kits | Near-term deadline: 10 days",https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f84ad3a35a46438a80a0b02c80f269c3,SAM.gov,f84ad3a35a46438a80a0b02c80f269c3,36C25926Q0490,autocustom,Yes,2026-05-22,2026-05-22,10.0,5
5 - Drop,No action,DoD / Defense Infrastructure,0,No-Go,Early Capture / Sources Sought,Non-target NAICS: 517111,NAICS does not clearly match A/E services | Scope may not be A/E or engineering services,Commercial Internet,,,,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.418TH CSB.W6QM MICC-FDO FT HOOD,2026-05-21,2026-06-01T13:00:00-04:00,10.0,517111,517111,DG11,Sources Sought,Sources Sought,NNSA A-E - Sources Sought,architect engineer,541330,r,NNSA A-E - Sources Sought | NNSA Engineering Services - Sources Sought,https://sam.gov/workspace/contract/opp/d2bc056860614e97a112cdad67822953/view,Non-target NAICS: 517111 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Sources sought/RFI is useful for shaping | Near-term deadline: 10 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d2bc056860614e97a112cdad67822953,SAM.gov,d2bc056860614e97a112cdad67822953,P0000,auto15,Yes,2026-05-22,2026-05-22,10.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 336360,Likely goods/supply opportunity | Scope may not be A/E or engineering services,"25--COVER,FITTED,VEHICU",,,,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA LAND.DLA LAND COLUMBUS.DLA LAND AND MARITIME,2026-05-19,2026-06-01,10.0,336360,336360,25,Combined Synopsis/Solicitation,Combined Synopsis/Solicitation,,,,,Department of Energy architect engineer | Department of Energy engineering services,https://sam.gov/workspace/contract/opp/fafb7d4b6384427aa054f4b66375c71a/view,Likely goods/manufacturing/retail NAICS: 336360 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Near-term deadline: 10 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fafb7d4b6384427aa054f4b66375c71a,SAM.gov,fafb7d4b6384427aa054f4b66375c71a,SPE7L526T3558,autocustom,Yes,2026-05-19,2026-05-22,10.0,5
5 - Drop,No action,VA / Healthcare Facilities,0,No-Go,Active Solicitation,Non-target NAICS: 541519,NAICS does not clearly match A/E services | Scope may not be A/E or engineering services,DE01--EnCaption 4 Closed Captioning SLA (VA-26-00048911)  Avery/Morgan,,,,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.PCAC (36C776)",2026-05-19,2026-06-01T13:00:00-04:00,10.0,541519,541519,DE01,Solicitation,Presolicitation,DOE Engineering Services - Solicitation,Department of Energy,541330,o,DOE Engineering Services - Solicitation | DOE Engineering Services - Solicitation | Department of Energy architect engineer | Department of Energy engineering services,https://sam.gov/workspace/contract/opp/fe5391adaf3a471e943ed6b938446756/view,Non-target NAICS: 541519 | No strong A/E-engineering language detected | Non-DOE market classification: VA / Healthcare Facilities | Active solicitation | Near-term deadline: 10 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fe5391adaf3a471e943ed6b938446756,SAM.gov,fe5391adaf3a471e943ed6b938446756,36C24C26Q0005,autocustom,Yes,2026-05-19,2026-05-22,10.0,5
5 - Drop,No action,DoD / Defense Infrastructure,0,No-Go,Early Capture / Sources Sought,No strong A/E or engineering-services language,Missing NAICS | Scope may not be A/E or engineering services,Dual Enrollment,,,,DEPT OF DEFENSE.DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA).DOD EDUCATION ACTIVITY,2026-05-19,2026-06-01T13:00:00-04:00,10.0,,,,Sources Sought,Sources Sought,DOE A-E - Sources Sought,architect engineer,541330,r,DOE A-E - Sources Sought | DOE A-E - Sources Sought | DOE Engineering Services - Sources Sought | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - architect engineer | Manual - architect engineer | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - Oak Ridge | Manual - Oak Ridge | Manual - Savannah River | Manual - Savannah River,https://sam.gov/workspace/contract/opp/db44618c498c43f7b1c5c22d5a926124/view,Missing NAICS | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Sources sought/RFI is useful for shaping | Near-term deadline: 10 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=db44618c498c43f7b1c5c22d5a926124,SAM.gov,db44618c498c43f7b1c5c22d5a926124,HE125426RFI0005,auto15,Yes,2026-05-19,2026-05-22,10.0,5
